,Step,HORSE penalty,CONOP penalty,Spearmans rho of horizon,Spearmans rho p-value of horizon,Kendalls tau of horizon,Kendalls tau p-value of horizon,Kruskal s^2 of horizon,Spearmans rho of event,Spearmans rho p-value of event,Kendalls tau of event,Kendalls tau p-value of event,Kruskal s^2 of event
155,156,3886.0,4861.0,0.9686548774964318,0.0,0.886738912105562,0.0,0.051894959015473766,0.9895919710212356,0.0,0.9326184421443809,0.0,0.018208777002130742
156,157,3741.0,4717.0,0.9712149222889873,0.0,0.8924819355057116,0.0,0.047485323594139525,0.9915365505817466,0.0,0.9373843834040635,0.0,0.015224431272594567
157,158,3735.0,4749.0,0.9699862938408467,0.0,0.8923630728259603,0.0,0.049463719164511026,0.9908758766736254,0.0,0.9351696654971274,0.0,0.016278754802568532
158,159,3698.0,4726.0,0.9728458600849962,0.0,0.8955934294516142,0.0,0.04500283708560784,0.9921806601300551,0.0,0.9394345062559838,0.0,0.014156240393464652
159,160,3478.0,4566.0,0.9726190042883054,0.0,0.8976291409162206,0.0,0.04536387072016577,0.9912895426594803,0.0,0.9397947865430741,0.0,0.015281168849131112
160,161,3478.0,4566.0,0.9726190042883054,0.0,0.8976291409162206,0.0,0.04536387072016577,0.9912895426594803,0.0,0.9397947865430741,0.0,0.015281168849131112
161,162,3399.0,4446.0,0.9734182601132294,0.0,0.899377475522187,0.0,0.044075592791767974,0.9913207486131742,0.0,0.9388172747996741,0.0,0.015491139825452038
162,163,3399.0,4446.0,0.9734182601132294,0.0,0.899377475522187,0.0,0.044075592791767974,0.9913207486131742,0.0,0.9388172747996741,0.0,0.015491139825452038
163,164,3231.0,4193.0,0.974582451137858,0.0,0.9034940361778878,0.0,0.04216893713773971,0.9928422869017294,0.0,0.9463621292382084,0.0,0.012742082805249095
164,165,3231.0,4193.0,0.974582451137858,0.0,0.9034940361778878,0.0,0.04216893713773971,0.9928422869017294,0.0,0.9463621292382084,0.0,0.012742082805249095
165,166,3231.0,4193.0,0.974582451137858,0.0,0.9034940361778878,0.0,0.04216893713773971,0.9928422869017294,0.0,0.9463621292382084,0.0,0.012742082805249095
166,167,3180.0,4120.0,0.9780831086219476,0.0,0.9092069677603789,0.0,0.03653769376434083,0.9931069404938925,0.0,0.9452849460448266,0.0,0.012194729520762436
167,168,3118.0,4083.0,0.979494312535831,0.0,0.9107235953703737,0.0,0.034696219964283376,0.9937490538782515,0.0,0.9450828598939459,0.0,0.011421898998499469
168,169,3118.0,4083.0,0.979494312535831,0.0,0.9107235953703737,0.0,0.034696219964283376,0.9937490538782515,0.0,0.9450828598939459,0.0,0.011421898998499469
169,170,3118.0,4083.0,0.979494312535831,0.0,0.9107235953703737,0.0,0.034696219964283376,0.9937490538782515,0.0,0.9450828598939459,0.0,0.011421898998499469
170,171,3085.0,4044.0,0.9799960410452393,0.0,0.9115044780386153,0.0,0.03382121696794232,0.9922686984311014,0.0,0.9437779868744588,0.0,0.013583650386379683
171,172,2907.0,3934.0,0.9783286141545273,0.0,0.9120115251661631,0.0,0.03614107966090596,0.9928998925496271,0.0,0.9452108782700694,0.0,0.012514629828309025
172,173,2817.0,3812.0,0.9831922041836036,0.0,0.9204056377020383,0.0,0.028479095022324995,0.9948255328001764,0.0,0.9500234547953398,0.0,0.009468692212672377
173,174,2749.0,3787.0,0.9855586380000801,0.0,0.9252218331183021,0.0,0.024815725163411236,0.9950334208896104,0.0,0.949918296843524,0.0,0.009188686818284851
174,175,2629.0,3588.0,0.9839411419535034,0.0,0.9221885778983122,0.0,0.027357351397579024,0.9954912895210333,0.0,0.9530556614755216,0.0,0.008387940672475709
175,176,2629.0,3588.0,0.9839411419535034,0.0,0.9221885778983122,0.0,0.027357351397579024,0.9954912895210333,0.0,0.9530556614755216,0.0,0.008387940672475709
176,177,2553.0,3513.0,0.9871007302576104,0.0,0.9295956788149842,0.0,0.02234812279357482,0.9961963338416203,0.0,0.9559397326061889,0.0,0.0071161917787104945
177,178,2490.0,3463.0,0.986604173779362,0.0,0.9291743933677633,0.0,0.022770073422956873,0.9955481624994316,0.0,0.9542471467904422,0.0,0.008129431886960822
178,179,2490.0,3463.0,0.986604173779362,0.0,0.9291743933677633,0.0,0.022770073422956873,0.9955481624994316,0.0,0.9542471467904422,0.0,0.008129431886960822
179,180,2490.0,3463.0,0.986604173779362,0.0,0.9291743933677633,0.0,0.022770073422956873,0.9955481624994316,0.0,0.9542471467904422,0.0,0.008129431886960822
180,181,2379.0,3375.0,0.988324789617261,0.0,0.933050219482195,0.0,0.020203447978342705,0.9955034054366931,0.0,0.956832203571164,0.0,0.007908796533780646
181,182,2331.0,3275.0,0.9885405186324775,0.0,0.9353101149883583,0.0,0.019851025160694882,0.9955515558470778,0.0,0.9589253040207828,0.0,0.007853920297407217
182,183,2331.0,3275.0,0.9885405186324775,0.0,0.9353101149883583,0.0,0.019851025160694882,0.9955515558470778,0.0,0.9589253040207828,0.0,0.007853920297407217
183,184,2272.0,3244.0,0.9893482073574053,0.0,0.9337498542427581,0.0,0.018715473933417763,0.9964053202799642,0.0,0.9572135154486177,0.0,0.006693866168371734
184,185,2250.0,3217.0,0.9880894787942299,0.0,0.935206298217436,0.0,0.020287086008283627,0.9965910264398626,0.0,0.9601871994425714,0.0,0.006279901867191807
185,186,2217.0,3207.0,0.9902938620878722,0.0,0.9384125813889631,0.0,0.017127229415705367,0.997074048309865,0.0,0.962329678408695,0.0,0.0054808073914841635
186,187,2144.0,3103.0,0.9891181930261771,0.0,0.9387330592470275,0.0,0.018542408330989444,0.9967586426097201,0.0,0.959938478026103,0.0,0.0060495350931727265
187,188,2144.0,3103.0,0.9891181930261771,0.0,0.9387330592470275,0.0,0.018542408330989444,0.9967586426097201,0.0,0.959938478026103,0.0,0.0060495350931727265
188,189,2104.0,3072.0,0.9921785834321092,0.0,0.9439118610660779,0.0,0.014011372349101527,0.9969837792333477,0.0,0.9615423653955356,0.0,0.005606235082219197
189,190,2060.0,2998.0,0.990119324013868,0.0,0.9404723663076963,0.0,0.016970561613758938,0.9966458468951189,0.0,0.9606316060911144,0.0,0.006246821701702102
190,191,2000.0,2923.0,0.9912002563999877,0.0,0.9425050685905368,0.0,0.01526901238427747,0.9961980337921407,0.0,0.9579925987090261,0.0,0.0070332939012129935
191,192,2000.0,2923.0,0.9912002563999877,0.0,0.9425050685905368,0.0,0.01526901238427747,0.9961980337921407,0.0,0.9579925987090261,0.0,0.0070332939012129935
192,193,2000.0,2923.0,0.9912002563999877,0.0,0.9425050685905368,0.0,0.01526901238427747,0.9961980337921407,0.0,0.9579925987090261,0.0,0.0070332939012129935
193,194,1940.0,2904.0,0.9919889634939787,0.0,0.9450974786818278,0.0,0.013516132466300271,0.9972794539734813,0.0,0.9628911304296937,0.0,0.005089052677939651
194,195,1940.0,2904.0,0.9919889634939787,0.0,0.9450974786818278,0.0,0.013516132466300271,0.9972794539734813,0.0,0.9628911304296937,0.0,0.005089052677939651
195,196,1853.0,2860.0,0.99219473012618,0.0,0.9471963829635175,0.0,0.01327334190339992,0.997086818254291,0.0,0.9643633417551137,0.0,0.005347320375372198
196,197,1853.0,2860.0,0.99219473012618,0.0,0.9471963829635175,0.0,0.01327334190339992,0.997086818254291,0.0,0.9643633417551137,0.0,0.005347320375372198
197,198,1859.0,2831.0,0.9922585756701903,0.0,0.9488303686623811,0.0,0.012999559991863965,0.9965255239516522,0.0,0.9631910591966115,0.0,0.0061631109605686935
198,199,1701.0,2665.0,0.9937035747973063,0.0,0.9520050554253665,0.0,0.01102407931634562,0.9970109076650145,0.0,0.9655228224760034,0.0,0.005355529862098116
199,200,1662.0,2585.0,0.9956580023989375,0.0,0.9555709358179143,0.0,0.007955407318116966,0.9975131034564997,0.0,0.9667508844698165,0.0,0.004544211908004698
200,201,1662.0,2585.0,0.9956580023989375,0.0,0.9555709358179143,0.0,0.007955407318116966,0.9975131034564997,0.0,0.9667508844698165,0.0,0.004544211908004698
201,202,1662.0,2585.0,0.9956580023989375,0.0,0.9555709358179143,0.0,0.007955407318116966,0.9975131034564997,0.0,0.9667508844698165,0.0,0.004544211908004698
202,203,1591.0,2568.0,0.9947906970260656,0.0,0.9542092810688613,0.0,0.009342453553156745,0.9975270962643302,0.0,0.9657404537154133,0.0,0.004630878652802759
203,204,1591.0,2568.0,0.9947906970260656,0.0,0.9542092810688613,0.0,0.009342453553156745,0.9975270962643302,0.0,0.9657404537154133,0.0,0.004630878652802759
204,205,1509.0,2437.0,0.9946349663380981,0.0,0.9553452471854746,0.0,0.009542212799686325,0.9969290662537602,0.0,0.9649942894660078,0.0,0.00548708698703725
205,206,1509.0,2437.0,0.9946349663380981,0.0,0.9553452471854746,0.0,0.009542212799686325,0.9969290662537602,0.0,0.9649942894660078,0.0,0.00548708698703725
206,207,1446.0,2405.0,0.9954286380288445,0.0,0.9578594185508533,0.0,0.008254420546405003,0.9978173749394733,0.0,0.9706380710191086,0.0,0.00402543153204761
207,208,1446.0,2405.0,0.9954286380288445,0.0,0.9578594185508533,0.0,0.008254420546405003,0.9978173749394733,0.0,0.9706380710191086,0.0,0.00402543153204761
208,209,1415.0,2311.0,0.9963175718956585,0.0,0.9612793536277566,0.0,0.006539162096388846,0.9986255054654437,0.0,0.9717253127991858,0.0,0.0026535076048300357
209,210,1415.0,2311.0,0.9963175718956585,0.0,0.9612793536277566,0.0,0.006539162096388846,0.9986255054654437,0.0,0.9717253127991858,0.0,0.0026535076048300357
210,211,1415.0,2311.0,0.9963175718956585,0.0,0.9612793536277566,0.0,0.006539162096388846,0.9986255054654437,0.0,0.9717253127991858,0.0,0.0026535076048300357
211,212,1415.0,2311.0,0.9963175718956585,0.0,0.9612793536277566,0.0,0.006539162096388846,0.9986255054654437,0.0,0.9717253127991858,0.0,0.0026535076048300357
212,213,1415.0,2311.0,0.9963175718956585,0.0,0.9612793536277566,0.0,0.006539162096388846,0.9986255054654437,0.0,0.9717253127991858,0.0,0.0026535076048300357
213,214,1391.0,2302.0,0.9961709434293743,0.0,0.9613651153080838,0.0,0.006796005747217486,0.9983456283379724,0.0,0.9704542732076742,0.0,0.0031493303176007422
214,215,1380.0,2324.0,0.9961223678233506,0.0,0.9610822522220925,0.0,0.006878149368954487,0.9984295209616896,0.0,0.9713321135010923,0.0,0.002986493949142695
215,216,1349.0,2284.0,0.9968502634472257,0.0,0.9623400902002233,0.0,0.005839338215902922,0.9984321423194696,0.0,0.971401609190988,0.0,0.0030099061345330975
216,217,1339.0,2226.0,0.9970181497913155,0.0,0.9627117241483074,0.0,0.0055876716420059066,0.9986231750783774,0.0,0.9729872082209743,0.0,0.002643759589494302
217,218,1311.0,2264.0,0.997101339285023,0.0,0.9650965006977541,0.0,0.005216900208249183,0.9985450376456664,0.0,0.9720270704000483,0.0,0.002803468303130154
218,219,1311.0,2264.0,0.997101339285023,0.0,0.9650965006977541,0.0,0.005216900208249183,0.9985450376456664,0.0,0.9720270704000483,0.0,0.002803468303130154
219,220,1269.0,2176.0,0.996705457637912,0.0,0.9639093784911209,0.0,0.005991815462990139,0.9987180590552666,0.0,0.9737086832121273,0.0,0.0024669112602691613
220,221,1247.0,2218.0,0.9966357845700222,0.0,0.9626846415124147,0.0,0.0061616026423624475,0.9984674742903094,0.0,0.9713558883423723,0.0,0.002947170693845585
221,222,1223.0,2142.0,0.9974414459693671,0.0,0.964107984487668,0.0,0.004818903281841751,0.9985681121475263,0.0,0.9728500456751278,0.0,0.002737998216189526
222,223,1199.0,2145.0,0.9974711173866319,0.0,0.9652785561945888,0.0,0.004738267456696326,0.9988040461438501,0.0,0.973630957769481,0.0,0.0023223121485883235
223,224,1199.0,2145.0,0.9974711173866319,0.0,0.9652785561945888,0.0,0.004738267456696326,0.9988040461438501,0.0,0.973630957769481,0.0,0.0023223121485883235
224,225,1199.0,2145.0,0.9974711173866319,0.0,0.9652785561945888,0.0,0.004738267456696326,0.9988040461438501,0.0,0.973630957769481,0.0,0.0023223121485883235
225,226,1199.0,2145.0,0.9974711173866319,0.0,0.9652785561945888,0.0,0.004738267456696326,0.9988040461438501,0.0,0.973630957769481,0.0,0.0023223121485883235
226,227,1175.0,2128.0,0.9973070257092542,0.0,0.9640086814893946,0.0,0.005059207525282316,0.9987394440920371,0.0,0.9734901375557451,0.0,0.0024333081516331274
227,228,1175.0,2128.0,0.9973070257092542,0.0,0.9640086814893946,0.0,0.005059207525282316,0.9987394440920371,0.0,0.9734901375557451,0.0,0.0024333081516331274
228,229,1175.0,2128.0,0.9973070257092542,0.0,0.9640086814893946,0.0,0.005059207525282316,0.9987394440920371,0.0,0.9734901375557451,0.0,0.0024333081516331274
229,230,1175.0,2128.0,0.9973070257092542,0.0,0.9640086814893946,0.0,0.005059207525282316,0.9987394440920371,0.0,0.9734901375557451,0.0,0.0024333081516331274
230,231,1175.0,2128.0,0.9973070257092542,0.0,0.9640086814893946,0.0,0.005059207525282316,0.9987394440920371,0.0,0.9734901375557451,0.0,0.0024333081516331274
231,232,1158.0,2077.0,0.9958172815981234,0.0,0.9614629137154742,0.0,0.007209640501946097,0.9984093181572778,0.0,0.9719978090569343,0.0,0.0030079513214625138
232,233,1164.0,2118.0,0.9966679092448482,0.0,0.9630352111881378,0.0,0.005953575194452861,0.9985589269098646,0.0,0.9732697630654183,0.0,0.0027348433801452146
233,234,1164.0,2118.0,0.9966679092448482,0.0,0.9630352111881378,0.0,0.005953575194452861,0.9985589269098646,0.0,0.9732697630654183,0.0,0.0027348433801452146
234,235,1149.0,2069.0,0.9970475612241264,0.0,0.9643577465742347,0.0,0.005398350973897773,0.9987011106665391,0.0,0.9756417606915919,0.0,0.0024305350856314144
235,236,1149.0,2069.0,0.9970475612241264,0.0,0.9643577465742347,0.0,0.005398350973897773,0.9987011106665391,0.0,0.9756417606915919,0.0,0.0024305350856314144
236,237,1119.0,2090.0,0.996338307038764,0.0,0.9633526798644364,0.0,0.006469190116234609,0.9982792201706487,0.0,0.9719383719537341,0.0,0.003225400502356798
237,238,1119.0,2090.0,0.996338307038764,0.0,0.9633526798644364,0.0,0.006469190116234609,0.9982792201706487,0.0,0.9719383719537341,0.0,0.003225400502356798
238,239,1083.0,2022.0,0.9968973455255349,0.0,0.9657840987312537,0.0,0.005650513337814683,0.9986284269686898,0.0,0.973748917558909,0.0,0.0026244989555668226
239,240,1083.0,2022.0,0.9968973455255349,0.0,0.9657840987312537,0.0,0.005650513337814683,0.9986284269686898,0.0,0.973748917558909,0.0,0.0026244989555668226
240,241,1083.0,2022.0,0.9968973455255349,0.0,0.9657840987312537,0.0,0.005650513337814683,0.9986284269686898,0.0,0.973748917558909,0.0,0.0026244989555668226
241,242,1083.0,2022.0,0.9968973455255349,0.0,0.9657840987312537,0.0,0.005650513337814683,0.9986284269686898,0.0,0.973748917558909,0.0,0.0026244989555668226
242,243,1075.0,2031.0,0.9971845094181858,0.0,0.966942633711111,0.0,0.004967211747869692,0.9990026061316236,0.0,0.9765680650845424,0.0,0.0019357125350967137
243,244,1075.0,2031.0,0.9971845094181858,0.0,0.966942633711111,0.0,0.004967211747869692,0.9990026061316236,0.0,0.9765680650845424,0.0,0.0019357125350967137
244,245,1067.0,2027.0,0.9971477243837319,0.0,0.965400428056106,0.0,0.00523683106378395,0.9990439842641832,0.0,0.9763769519373295,0.0,0.0018602937864188997
245,246,1058.0,2000.0,0.997675456870128,0.0,0.9675655343366446,0.0,0.004333564668851383,0.9987817763988287,0.0,0.9758456756764171,0.0,0.002325189558450992
246,247,1033.0,1981.0,0.9969316634734676,0.0,0.964329159347459,0.0,0.00563414436806566,0.9988471399550769,0.0,0.9747465464756998,0.0,0.002229178025672154
247,248,1033.0,1981.0,0.9969316634734676,0.0,0.964329159347459,0.0,0.00563414436806566,0.9988471399550769,0.0,0.9747465464756998,0.0,0.002229178025672154
248,249,1032.0,1974.0,0.9975651045325581,0.0,0.9661873290878794,0.0,0.004564636099321473,0.9988893333299063,0.0,0.9752796515705568,0.0,0.0021521620843394764
249,250,1024.0,1992.0,0.9973854608064032,0.0,0.9662339714052502,0.0,0.00485540684238993,0.9989562461086027,0.0,0.9768295883386232,0.0,0.0020110562718273833
250,251,1024.0,1992.0,0.9973854608064032,0.0,0.9662339714052502,0.0,0.00485540684238993,0.9989562461086027,0.0,0.9768295883386232,0.0,0.0020110562718273833
251,252,1008.0,2003.0,0.997724898169068,0.0,0.9676407638807912,0.0,0.0042718345962352595,0.9989966189504537,0.0,0.9761675504506704,0.0,0.001949210460202951
252,253,1008.0,2003.0,0.997724898169068,0.0,0.9676407638807912,0.0,0.0042718345962352595,0.9989966189504537,0.0,0.9761675504506704,0.0,0.001949210460202951
253,254,1000.0,1968.0,0.9973423199817857,0.0,0.9673548916130341,0.0,0.004888260563861733,0.9990026572481001,0.0,0.976172122535532,0.0,0.0019361675235348883
254,255,1000.0,1968.0,0.9973423199817857,0.0,0.9673548916130341,0.0,0.004888260563861733,0.9990026572481001,0.0,0.976172122535532,0.0,0.0019361675235348883
255,256,991.0,1962.0,0.997186063793326,0.0,0.9664867426735828,0.0,0.00500286068550207,0.9990070873427486,0.0,0.9760706222516055,0.0,0.0019300996922224636
256,257,977.0,1929.0,0.996850180473464,0.0,0.966503293173295,0.0,0.005428706749520538,0.9988027407076756,0.0,0.9759645498828174,0.0,0.002294640771441805
257,258,965.0,1933.0,0.9973721352202379,0.0,0.9667184496695542,0.0,0.004866063820989089,0.9989079816691545,0.0,0.9754314447879604,0.0,0.002114576254878748
258,259,965.0,1933.0,0.9973721352202379,0.0,0.9667184496695542,0.0,0.004866063820989089,0.9989079816691545,0.0,0.9754314447879604,0.0,0.002114576254878748
259,260,965.0,1933.0,0.9973721352202379,0.0,0.9667184496695542,0.0,0.004866063820989089,0.9989079816691545,0.0,0.9754314447879604,0.0,0.002114576254878748
260,261,953.0,1939.0,0.9977324045287301,0.0,0.9672300105697509,0.0,0.004272690512188722,0.9989747030887327,0.0,0.9760495906612424,0.0,0.001991446711456383
261,262,951.0,1923.0,0.9972183959025567,0.0,0.9681357742812756,0.0,0.004882717531416405,0.9990246818961692,0.0,0.9766576779478289,0.0,0.0018957028452747044
262,263,951.0,1923.0,0.9972183959025567,0.0,0.9681357742812756,0.0,0.004882717531416405,0.9990246818961692,0.0,0.9766576779478289,0.0,0.0018957028452747044
263,264,951.0,1935.0,0.9967379584604585,0.0,0.9653251985119595,0.0,0.005842323827661706,0.9987045721694877,0.0,0.9763449473432987,0.0,0.0024270192780628196
264,265,951.0,1935.0,0.9967379584604585,0.0,0.9653251985119595,0.0,0.005842323827661706,0.9987045721694877,0.0,0.9763449473432987,0.0,0.0024270192780628196
265,266,925.0,1906.0,0.9971995968138962,0.0,0.9656562085062046,0.0,0.005145514068435233,0.9986446531733489,0.0,0.9747346590550598,0.0,0.0025716741940090926
266,267,925.0,1906.0,0.9971995968138962,0.0,0.9656562085062046,0.0,0.005145514068435233,0.9986446531733489,0.0,0.9747346590550598,0.0,0.0025716741940090926
267,268,925.0,1906.0,0.9971995968138962,0.0,0.9656562085062046,0.0,0.005145514068435233,0.9986446531733489,0.0,0.9747346590550598,0.0,0.0025716741940090926
268,269,915.0,1895.0,0.9965408653521706,0.0,0.9643095996659807,0.0,0.006124582622920194,0.9989044153118943,0.0,0.9754689358838251,0.0,0.002119654775937335
269,270,915.0,1895.0,0.9965408653521706,0.0,0.9643095996659807,0.0,0.006124582622920194,0.9989044153118943,0.0,0.9754689358838251,0.0,0.002119654775937335
270,271,915.0,1895.0,0.9965408653521706,0.0,0.9643095996659807,0.0,0.006124582622920194,0.9989044153118943,0.0,0.9754689358838251,0.0,0.002119654775937335
271,272,904.0,1867.0,0.9970618022874651,0.0,0.9669471474837599,0.0,0.005319377796550777,0.9991152039337122,0.0,0.9774715090531853,0.0,0.0017256956754246448
272,273,904.0,1867.0,0.9970618022874651,0.0,0.9669471474837599,0.0,0.005319377796550777,0.9991152039337122,0.0,0.9774715090531853,0.0,0.0017256956754246448
273,274,894.0,1865.0,0.9970459736594816,0.0,0.9675550022004641,0.0,0.005201358307839264,0.9987107808553901,0.0,0.9756609634480103,0.0,0.0024380604788520736
274,275,894.0,1865.0,0.9970459736594816,0.0,0.9675550022004641,0.0,0.005201358307839264,0.9987107808553901,0.0,0.9756609634480103,0.0,0.0024380604788520736
275,276,892.0,1860.0,0.9973659038907172,0.0,0.9669907806193647,0.0,0.004856491706627817,0.9989492929570907,0.0,0.9765369749074838,0.0,0.0020305790159878376
276,277,887.0,1864.0,0.997458757061897,0.0,0.9665589630359633,0.0,0.004725970197906965,0.9990196855882401,0.0,0.9770472195780332,0.0,0.0019020825236517062
277,278,891.0,1873.0,0.9973989606374688,0.0,0.9673579007948,0.0,0.004749568487505084,0.9987968426526703,0.0,0.9754533907952958,0.0,0.002297524346207816
278,279,891.0,1873.0,0.9973989606374688,0.0,0.9673579007948,0.0,0.004749568487505084,0.9987968426526703,0.0,0.9754533907952958,0.0,0.002297524346207816
279,280,878.0,1872.0,0.9968798933776097,0.0,0.9653537857387352,0.0,0.0056509278427207136,0.9987973616815107,0.0,0.9747090553798351,0.0,0.0023172724931862405
280,281,878.0,1872.0,0.9968798933776097,0.0,0.9653537857387352,0.0,0.0056509278427207136,0.9987973616815107,0.0,0.9747090553798351,0.0,0.0023172724931862405
281,282,877.0,1874.0,0.9966134342043514,0.0,0.966832798576657,0.0,0.005738929203494259,0.9987186449287306,0.0,0.9758502477612787,0.0,0.002396371547702117
282,283,877.0,1874.0,0.9966134342043514,0.0,0.966832798576657,0.0,0.005738929203494259,0.9987186449287306,0.0,0.9758502477612787,0.0,0.002396371547702117
283,284,877.0,1874.0,0.9966134342043514,0.0,0.966832798576657,0.0,0.005738929203494259,0.9987186449287306,0.0,0.9758502477612787,0.0,0.002396371547702117
284,285,862.0,1827.0,0.9968309831107462,0.0,0.9653763546019792,0.0,0.005740251571883113,0.9988468738872622,0.0,0.9756408462746194,0.0,0.002218241515275235
285,286,862.0,1827.0,0.9968309831107462,0.0,0.9653763546019792,0.0,0.005740251571883113,0.9988468738872622,0.0,0.9756408462746194,0.0,0.002218241515275235
286,287,856.0,1833.0,0.9967380967500616,0.0,0.9659781909551518,0.0,0.005682365761079418,0.9987514970951102,0.0,0.9745874379225179,0.0,0.0024061043983186034
287,288,849.0,1812.0,0.9973656162483425,0.0,0.9674331303389466,0.0,0.004778103104074547,0.998683297229744,0.0,0.9754076699466804,0.0,0.0024772300419889847
288,289,849.0,1812.0,0.9973656162483425,0.0,0.9674331303389466,0.0,0.004778103104074547,0.998683297229744,0.0,0.9754076699466804,0.0,0.0024772300419889847
289,290,853.0,1826.0,0.9969564587993233,0.0,0.9668358077584228,0.0,0.005381712302194456,0.9989654116860809,0.0,0.9762196722180921,0.0,0.002007104822968035
290,291,853.0,1826.0,0.9969564587993233,0.0,0.9668358077584228,0.0,0.005381712302194456,0.9989654116860809,0.0,0.9762196722180921,0.0,0.002007104822968035
291,292,852.0,1833.0,0.9972857761288251,0.0,0.9678905259673578,0.0,0.004845007259177015,0.9983844034622564,0.0,0.9752293586370798,0.0,0.002971229505373257
292,293,852.0,1833.0,0.9972857761288251,0.0,0.9678905259673578,0.0,0.004845007259177015,0.9983844034622564,0.0,0.9752293586370798,0.0,0.002971229505373257
293,294,847.0,1817.0,0.9964830188111476,0.0,0.9668448353037203,0.0,0.006012612891728258,0.9985852990798118,0.0,0.975462534965019,0.0,0.0026223070970687735
294,295,836.0,1818.0,0.9970763835432276,0.0,0.9673970201577564,0.0,0.005211887153623908,0.9985246343073845,0.0,0.9758603063479742,0.0,0.0026894864395101527
295,296,836.0,1818.0,0.9970763835432276,0.0,0.9673970201577564,0.0,0.005211887153623908,0.9985246343073845,0.0,0.9758603063479742,0.0,0.0026894864395101527
296,297,833.0,1829.0,0.9976508219602122,0.0,0.9682907471422176,0.0,0.004393409766795106,0.9988706561557228,0.0,0.9757460042264352,0.0,0.002182381843178208
297,298,837.0,1820.0,0.9972556206979488,0.0,0.9686428214088236,0.0,0.004866213526530173,0.9989010586632571,0.0,0.9761675504506704,0.0,0.0021240117860996995
298,299,829.0,1815.0,0.9976725583200446,0.0,0.9681117008271488,0.0,0.004348872501031836,0.9988813735770068,0.0,0.9753765797696218,0.0,0.0021672782440389743
299,300,821.0,1827.0,0.9969390536698631,0.0,0.9669787438923014,0.0,0.005354916069040985,0.9989041413800065,0.0,0.9755146567324408,0.0,0.0021241926599399083
300,301,821.0,1827.0,0.9969390536698631,0.0,0.9669787438923014,0.0,0.005354916069040985,0.9989041413800065,0.0,0.9755146567324408,0.0,0.0021241926599399083
301,302,821.0,1827.0,0.9969390536698631,0.0,0.9669787438923014,0.0,0.005354916069040985,0.9989041413800065,0.0,0.9755146567324408,0.0,0.0021241926599399083
302,303,829.0,1811.0,0.9975601427015948,0.0,0.968984363539249,0.0,0.004437518257945962,0.9992033982055467,0.0,0.978560579667207,0.0,0.001554449498520266
303,304,825.0,1842.0,0.99736507691889,0.0,0.9686172433638137,0.0,0.004631295332586298,0.9990516727065523,0.0,0.9766046417634349,0.0,0.00184585386538252
304,305,825.0,1842.0,0.99736507691889,0.0,0.9686172433638137,0.0,0.004631295332586298,0.9990516727065523,0.0,0.9766046417634349,0.0,0.00184585386538252
305,306,825.0,1842.0,0.99736507691889,0.0,0.9686172433638137,0.0,0.004631295332586298,0.9990516727065523,0.0,0.9766046417634349,0.0,0.00184585386538252
306,307,825.0,1842.0,0.99736507691889,0.0,0.9686172433638137,0.0,0.004631295332586298,0.9990516727065523,0.0,0.9766046417634349,0.0,0.00184585386538252
307,308,819.0,1822.0,0.9979081097669854,0.0,0.9696599248456853,0.0,0.003926034655689722,0.9990213108300638,0.0,0.9770051563973069,0.0,0.0018983944222933217
308,309,819.0,1822.0,0.9979081097669854,0.0,0.9696599248456853,0.0,0.003926034655689722,0.9990213108300638,0.0,0.9770051563973069,0.0,0.0018983944222933217
309,310,819.0,1822.0,0.9979081097669854,0.0,0.9696599248456853,0.0,0.003926034655689722,0.9990213108300638,0.0,0.9770051563973069,0.0,0.0018983944222933217
310,311,821.0,1791.0,0.9975671622818537,0.0,0.9674376441115954,0.0,0.004558842819340786,0.9989560783417046,0.0,0.9760861673401348,0.0,0.0020226500496041766
311,312,817.0,1800.0,0.9975299734417585,0.0,0.9672616069782923,0.0,0.0046346658285380486,0.999018851996466,0.0,0.9766631644496627,0.0,0.0019091925325466187
312,313,819.0,1790.0,0.9970869046162398,0.0,0.9669606888017062,0.0,0.005301466418107775,0.9988790431899403,0.0,0.9771697514523229,0.0,0.002128699528437291
313,314,819.0,1811.0,0.9970082261293891,0.0,0.9668613858034327,0.0,0.005360144027993638,0.9985504415747302,0.0,0.9753930392751233,0.0,0.0026836534635980842
314,315,814.0,1796.0,0.9970182217019092,0.0,0.9666913670336613,0.0,0.00535727268260346,0.9988214480274736,0.0,0.9753930392751233,0.0,0.0022730339968894077
315,316,816.0,1798.0,0.9971780789516366,0.0,0.9672676253418242,0.0,0.005153989164785409,0.9988785162970265,0.0,0.9761821811222274,0.0,0.00216542689938406
316,317,811.0,1784.0,0.9975531231213358,0.0,0.9671261937988286,0.0,0.00457914263434215,0.9989590811070417,0.0,0.9764994838116191,0.0,0.0020147227305479
317,318,811.0,1784.0,0.9975531231213358,0.0,0.9671261937988286,0.0,0.00457914263434215,0.9989590811070417,0.0,0.9764994838116191,0.0,0.0020147227305479
318,319,811.0,1784.0,0.9975531231213358,0.0,0.9671261937988286,0.0,0.00457914263434215,0.9989590811070417,0.0,0.9764994838116191,0.0,0.0020147227305479
319,320,807.0,1795.0,0.9976999396614804,0.0,0.9684667842755207,0.0,0.004295986738356833,0.9991461333341602,0.0,0.9776982844623182,0.0,0.0016637727937355963
