Event id,Event name,Taxon,Type,Level-Placed
171,F_Archiclimacograptus meridionalis,Archiclimacograptus meridionalis,0,5824.8315
4516,L_Lisogorites scutelloides,Lisogorites scutelloides,1,5824.8867
283,F_Belonechitina americana,Belonechitina americana,0,5824.9591
4644,L_Microparia (Microparia) plasi,Microparia (Microparia) plasi,1,5824.9591
4779,L_Nicoloidea mina,Nicoloidea mina,1,5824.9591
72,F_Alceste longifrons,Alceste longifrons,0,5825.1302
288,F_Belonechitina wesenbergensis brevis,Belonechitina wesenbergensis brevis,0,5825.2216
1057,F_Gastropolus mirabilis,Gastropolus mirabilis,0,5825.515
4537,L_Lonchodomas agilis,Lonchodomas agilis,1,5825.515
4849,L_Ogmasaphus fenhsiangensis,Ogmasaphus fenhsiangensis,1,5825.9961
5554,L_Rhabdochitina usitata,Rhabdochitina usitata,1,5826.6224
55,F_Agerina incredibilis,Agerina incredibilis,0,5826.7128
2308,F_Prolasiograptus haplus,Prolasiograptus haplus,0,5826.7128
3288,L_Bilobia yichangensis,Bilobia yichangensis,1,5826.7128
4735,L_Nemagraptus gracilis remotus,Nemagraptus gracilis remotus,1,5826.7128
671,F_Dicellograptus rectus,Dicellograptus rectus,0,5827.0202
663,F_Dicellograptus moffatensis,Dicellograptus moffatensis,0,5827.0862
562,F_Cyathochitina zunyiensis,Cyathochitina zunyiensis,0,5827.1036
5681,L_Sphaeragnostus similaris,Sphaeragnostus similaris,1,5827.1036
2389,F_Pseudoasaphus limatus,Pseudoasaphus limatus,0,5827.2812
2697,F_Spinachitina bulmani,Spinachitina bulmani,0,5827.2812
5772,L_Telephina angulata,Telephina angulata,1,5827.2812
561,F_Cyathochitina sebyensis,Cyathochitina sebyensis,0,5827.3127
1552,F_Lonchodomas jiantsaokouensis,Lonchodomas jiantsaokouensis,0,5827.3127
5622,L_Sericoidea miaopoensis,Sericoidea miaopoensis,1,5827.3127
5673,L_Skenidioides hubeiensis,Skenidioides hubeiensis,1,5827.3127
941,F_Eoplectodonta yichangensis,Eoplectodonta yichangensis,0,5833.2757
5938,L_Xiphograptus robustus,Xiphograptus robustus,1,5833.2757
181,F_Armoricochitina granulifera,Armoricochitina granulifera,0,5833.4528
3271,L_Belonechitina micracantha,Belonechitina micracantha,1,5834.5642
287,F_Belonechitina tenera,Belonechitina tenera,0,5834.9817
1426,F_Laufeldochitina stentor,Laufeldochitina stentor,0,5834.9817
5537,L_Reedocalymene expansa,Reedocalymene expansa,1,5834.9817
3181,L_Aspidaegalina striata,Aspidaegalina striata,1,5834.9919
5377,L_Pseudobirmanites microdictya,Pseudobirmanites microdictya,1,5834.9919
3122,L_Anisopleurella yichangensis,Anisopleurella yichangensis,1,5835.2593
1906,F_Orthograptus calcaratus incisus,Orthograptus calcaratus incisus,0,5836.0135
1071,F_Glossograptus armatus,Glossograptus armatus,0,5836.1079
5202,L_Platyptychopyge quadrata,Platyptychopyge quadrata,1,5836.1079
442,F_Climacograptus spiculoides,Climacograptus spiculoides,0,5836.2187
564,F_Cyclolituites anhuiense,Cyclolituites anhuiense,0,5836.3685
3274,L_Belonechitina wesenbergensis brevis,Belonechitina wesenbergensis brevis,1,5836.3685
4287,L_Illaenus nodosus,Illaenus nodosus,1,5836.3685
2783,F_Taphrorthis peculiaris,Taphrorthis peculiaris,0,5836.4162
383,F_Christiania sulcata,Christiania sulcata,0,5836.8334
4284,L_Illaenus apricus,Illaenus apricus,1,5836.8766
4617,L_Miaopopsis whittardi,Miaopopsis whittardi,1,5836.8766
5769,L_Taphrorthis peculiaris,Taphrorthis peculiaris,1,5837.1364
5489,L_Pygodus anserinus,Pygodus anserinus,1,5838.9605
5947,L_Yangtzeplacognathus jianyeensis,Yangtzeplacognathus jianyeensis,1,5839.462
3466,L_Complexodus pugionifer,Complexodus pugionifer,1,5839.7377
5294,L_Prolasiograptus haplus,Prolasiograptus haplus,1,5839.7589
5125,L_Periodon aculeatus,Periodon aculeatus,1,5847.2382
5674,L_Skenidioides yiduensis,Skenidioides yiduensis,1,5847.2382
1406,F_Lagenochitina capax,Lagenochitina capax,0,5847.3119
1414,F_Lagenochitina ponceti,Lagenochitina ponceti,0,5847.3119
5375,L_Pseudoasaphus limatus,Pseudoasaphus limatus,1,5847.3119
5330,L_Protopanderodus cooperi,Protopanderodus cooperi,1,5847.4343
3287,L_Bilobia huanghuaensis,Bilobia huanghuaensis,1,5847.4383
5538,L_Reedocalymene expansa brevica,Reedocalymene expansa brevica,1,5847.4383
82,F_Amorphognathus complicatus,Amorphognathus complicatus,0,5847.7473
2566,F_Rhabdochitina gallica,Rhabdochitina gallica,0,5847.7473
560,F_Cyathochitina kuckersiana,Cyathochitina kuckersiana,0,5848.2633
1074,F_Glossograptus ciliatus debilis,Glossograptus ciliatus debilis,0,5848.3785
1277,F_Hustedograptus uplandicus,Hustedograptus uplandicus,0,5849.9201
2965,F_Yaoxianognathus neimengguensis,Yaoxianognathus neimengguensis,0,5853.9326
3611,L_Desmochitina minor,Desmochitina minor,1,5854.4557
4412,L_Laufeldochitina stentor,Laufeldochitina stentor,1,5854.4557
3527,L_Costiconus ethingtoni,Costiconus ethingtoni,1,5854.8152
2348,F_Protopanderodus insculptus,Protopanderodus insculptus,0,5859.2427
1295,F_Icriodella baotaensis,Icriodella baotaensis,0,5859.466
3465,L_Complexodus originalis,Complexodus originalis,1,5859.466
2744,F_Styracograptus mississippiensis,Styracograptus mississippiensis,0,5860.3129
664,F_Dicellograptus morrisi,Dicellograptus morrisi,0,5863.9369
674,F_Dicellograptus sextans perexilis,Dicellograptus sextans perexilis,0,5863.9369
1475,F_Leptograptus flaccidus,Leptograptus flaccidus,0,5863.9369
4392,L_Lagenochitina capax,Lagenochitina capax,1,5863.9369
4405,L_Lasiograptus costatus,Lasiograptus costatus,1,5863.9369
2860,F_Trilacinoceras discors,Trilacinoceras discors,0,5864.0679
4400,L_Lagenochitina ponceti,Lagenochitina ponceti,1,5864.0679
5552,L_Rhabdochitina gallica,Rhabdochitina gallica,1,5864.0679
1472,F_Leptograptus extremus expansus,Leptograptus extremus expansus,0,5865.4789
3660,L_Dicellograptus sextans perexilis,Dicellograptus sextans perexilis,1,5865.5284
4281,L_Icriodella baotaensis,Icriodella baotaensis,1,5866.3868
3247,L_Baltoniodus medius,Baltoniodus medius,1,5866.4717
3987,L_Expansograptus linealis,Expansograptus linealis,1,5866.4717
4712,L_Multiridgia elegans,Multiridgia elegans,1,5866.4717
5951,L_Yaoxianognathus neimengguensis,Yaoxianognathus neimengguensis,1,5867.6556
5683,L_Spinachitina bulmani,Spinachitina bulmani,1,5867.8012
2657,F_Sinampyxina chekiangensis,Sinampyxina chekiangensis,0,5867.8091
3544,L_Cyathochitina campanulaeformis,Cyathochitina campanulaeformis,1,5867.8091
49,F_Aethedionide fusiformis,Aethedionide fusiformis,0,5869.1139
1536,F_Lituites anhuiense,Lituites anhuiense,0,5869.1139
1646,F_Michelinoceras shangliense,Michelinoceras shangliense,0,5869.1139
3273,L_Belonechitina tenera,Belonechitina tenera,1,5869.1139
3610,L_Desmochitina erinacea,Desmochitina erinacea,1,5869.1139
3975,L_Expansograptus asperus,Expansograptus asperus,1,5869.1139
3978,L_Expansograptus extensus,Expansograptus extensus,1,5870.9108
1635,F_Michelinoceras elongatum,Michelinoceras elongatum,0,5880.4704
3152,L_Archiclimacograptus caelatus,Archiclimacograptus caelatus,1,5883.3496
5699,L_Stenopareia miaopoensis,Stenopareia miaopoensis,1,5883.7682
1134,F_Glyptograptus teretiusculus kansuensis,Glyptograptus teretiusculus kansuensis,0,5884.0155
3167,L_Armoricochitina granulifera,Armoricochitina granulifera,1,5884.1576
3267,L_Belodella jemtlandica,Belodella jemtlandica,1,5884.1576
5336,L_Protopanderodus rectus,Protopanderodus rectus,1,5884.1622
3289,L_Birmanites hupeiensis,Birmanites hupeiensis,1,5886.4383
3546,L_Cyathochitina kuckersiana,Cyathochitina kuckersiana,1,5886.4383
4120,L_Glyptograptus teretiusculus kansuensis,Glyptograptus teretiusculus kansuensis,1,5887.4755
571,F_Cyclopyge recurvus,Cyclopyge recurvus,0,5888.1674
3886,L_Drepanoistodus basiovalis,Drepanoistodus basiovalis,1,5888.1674
5773,L_Telephina chinensis,Telephina chinensis,1,5888.7016
381,F_Christiania huanghuaensis,Christiania huanghuaensis,0,5888.7448
1334,F_Jiangshanoceras costatum,Jiangshanoceras costatum,0,5888.7625
3102,L_Ampyx abnormis,Ampyx abnormis,1,5888.7625
3547,L_Cyathochitina sebyensis,Cyathochitina sebyensis,1,5888.7625
3616,L_Diambonioidea transversa,Diambonioidea transversa,1,5888.7625
3927,L_Eoplectodonta yichangensis,Eoplectodonta yichangensis,1,5888.7625
4414,L_Leangella yichangensis,Leangella yichangensis,1,5888.9674
2661,F_Sinoceras chinense kuangchiaoense,Sinoceras chinense kuangchiaoense,0,5889.6054
3367,L_Christiania huanghuaensis,Christiania huanghuaensis,1,5889.6054
3252,L_Baltoniodus variabilis,Baltoniodus variabilis,1,5893.8481
5776,L_Telephina longicephala,Telephina longicephala,1,5893.8481
865,F_Discoceras eurasiaticum,Discoceras eurasiaticum,0,5894.1591
3682,L_Dicranograptus brevicaulis yangtzensis,Dicranograptus brevicaulis yangtzensis,1,5894.1591
1365,F_Ketyna karatauensis,Ketyna karatauensis,0,5895.4032
1236,F_Holdenia typicalis,Holdenia typicalis,0,5895.4178
4522,L_Lituites anhuiense,Lituites anhuiense,1,5896.0636
4523,L_Lituites lii,Lituites lii,1,5896.1871
5846,L_Trilacinoceras discors,Trilacinoceras discors,1,5896.1871
2141,F_Periodon grandis,Periodon grandis,0,5897.3901
3244,L_Baltoniodus alobatus,Baltoniodus alobatus,1,5897.3901
2573,F_Rhaptagnostus ciliensis,Rhaptagnostus ciliensis,0,5900.1808
708,F_Dicranograptus nicholsoni diapason,Dicranograptus nicholsoni diapason,0,5903.6373
3548,L_Cyathochitina zunyiensis,Cyathochitina zunyiensis,1,5904.6617
4451,L_Leptellina huanghuaensis,Leptellina huanghuaensis,1,5904.6617
5559,L_Rhaptagnostus ciliensis,Rhaptagnostus ciliensis,1,5904.6617
4973,L_Paltodus mysticus,Paltodus mysticus,1,5905.5915
5338,L_Protopanderodus varicostatus,Protopanderodus varicostatus,1,5912.4525
1958,F_Ovalocephalus yichongqiaoensis,Ovalocephalus yichongqiaoensis,0,5912.9571
4932,L_Oslodus semisymmetricus,Oslodus semisymmetricus,1,5912.9571
2664,F_Sinoceras hedochuanense,Sinoceras hedochuanense,0,5913.653
5685,L_Spinodus spinatus,Spinodus spinatus,1,5916.4956
4632,L_Michelinoceras shangliense,Michelinoceras shangliense,1,5920.0035
2425,F_Pseudoglyptagnostus clavatus,Pseudoglyptagnostus clavatus,0,5925.306
4311,L_Ivshinagnostus hunanensis,Ivshinagnostus hunanensis,1,5925.306
4936,L_Ovalocephalus globosus,Ovalocephalus globosus,1,5925.3135
1905,F_Orthograptus calcaratus basilicus,Orthograptus calcaratus basilicus,0,5925.4499
4413,L_Leangella hubeiensis,Leangella hubeiensis,1,5925.4499
3337,L_Changyangoceras yangi,Changyangoceras yangi,1,5927.8787
3550,L_Cyclolituites anhuiense,Cyclolituites anhuiense,1,5927.8787
2088,F_Paraphillipsinella pterphora,Paraphillipsinella pterphora,0,5927.942
2282,F_Proceratopyge distensa,Proceratopyge distensa,0,5928.4628
4894,L_Orthograptus calcaratus shuangjiakouensis,Orthograptus calcaratus shuangjiakouensis,1,5928.6744
3880,L_Drepanodus arcuatus,Drepanodus arcuatus,1,5931.1747
3703,L_Dicranograptus ziczac,Dicranograptus ziczac,1,5931.5984
1179,F_Hammatocnemis tetrasulcatus,Hammatocnemis tetrasulcatus,0,5943.4206
2133,F_Pentacopyge puxiheensis,Pentacopyge puxiheensis,0,5943.4206
2662,F_Sinoceras chinense yanwashanense,Sinoceras chinense yanwashanense,0,5945.0623
138,F_Ansella baotaensis,Ansella baotaensis,0,5945.4046
2283,F_Proceratopyge distincta,Proceratopyge distincta,0,5945.4046
3887,L_Drepanoistodus brevibasis,Drepanoistodus brevibasis,1,5945.4046
4320,L_Jiangshanoceras costatum,Jiangshanoceras costatum,1,5945.4046
2239,F_Primitia dorsotuberosa,Primitia dorsotuberosa,0,5945.4076
5225,L_Primitia dorsotuberosa,Primitia dorsotuberosa,1,5947.0609
1810,F_Ningxiagraptus trentonensis,Ningxiagraptus trentonensis,0,5948.6415
5578,L_Rorringtonia minuta,Rorringtonia minuta,1,5948.6415
5411,L_Pseudoglyptagnostus clavatus,Pseudoglyptagnostus clavatus,1,5951.6705
5274,L_Proceratopyge kiangshanensis,Proceratopyge kiangshanensis,1,5962.5596
229,F_Balangcunaspis subcylindricus,Balangcunaspis subcylindricus,0,5963.9923
1951,F_Ovalocephalus kanlingensis,Ovalocephalus kanlingensis,0,5963.9923
2378,F_Pseudaphelaspis elongata,Pseudaphelaspis elongata,0,5965.7524
85,F_Amorphognathus tvaerensis,Amorphognathus tvaerensis,0,5965.8832
547,F_Cryptocycloceras changyangense,Cryptocycloceras changyangense,0,5967.807
4524,L_Lituites ningkiangense,Lituites ningkiangense,1,5967.807
406,F_Climacograptus antiquus polytheca,Climacograptus antiquus polytheca,0,5968.8838
1347,F_Jiangxigraptus wuningensis,Jiangxigraptus wuningensis,0,5968.8838
3213,L_Bactroceras jingshanlingense,Bactroceras jingshanlingense,1,5968.8838
4645,L_Microparia (Quadratapyge) latilimbata,Microparia (Quadratapyge) latilimbata,1,5968.9026
728,F_Dideroceras changyangense,Dideroceras changyangense,0,5969.3986
4058,L_Glossograptus briaros,Glossograptus briaros,1,5969.3986
1755,F_Neoagnostus quadratus,Neoagnostus quadratus,0,5970.1219
1881,F_Olenoides hubeiensis,Olenoides hubeiensis,0,5971.7488
3533,L_Cryptocycloceras changyangense,Cryptocycloceras changyangense,1,5971.7488
3714,L_Dideroceras changyangense,Dideroceras changyangense,1,5971.7488
1348,F_Jingxiania tangcunensis,Jingxiania tangcunensis,0,5973.8793
1647,F_Michelinoceras squamatulum,Michelinoceras squamatulum,0,5973.8793
2419,F_Pseudoclimacograptus verticis,Pseudoclimacograptus verticis,0,5973.8793
282,F_Belodina confluens,Belodina confluens,0,5975.0202
4633,L_Michelinoceras squamatulum,Michelinoceras squamatulum,1,5976.3279
4068,L_Glossograptus longispinus,Glossograptus longispinus,1,5976.3843
3495,L_Cornuodus bergstroemi,Cornuodus bergstroemi,1,5978.0022
714,F_Dicranograptus sinensis,Dicranograptus sinensis,0,5978.0732
4741,L_Neoagnostus quadratus,Neoagnostus quadratus,1,5978.7261
5650,L_Sinoceras hedochuanense,Sinoceras hedochuanense,1,5978.7261
3460,L_Coelocerodontus bicostatus,Coelocerodontus bicostatus,1,5978.908
5302,L_Prooneotodus gallatini,Prooneotodus gallatini,1,5978.908
108,F_Amplexograptus stibarus,Amplexograptus stibarus,0,5978.9147
2322,F_Prosaukia diversa,Prosaukia diversa,0,5979.8435
2414,F_Pseudoclimacograptus scharenbergi atrophus,Pseudoclimacograptus scharenbergi atrophus,0,5979.8435
5308,L_Prosaukia diversa,Prosaukia diversa,1,5980.0281
372,F_Chittidilla brevis,Chittidilla brevis,0,5980.0463
428,F_Climacograptus macrescens,Climacograptus macrescens,0,5980.0463
4334,L_Jingxiania tangcunensis,Jingxiania tangcunensis,1,5980.1535
3070,L_Amorphognathus superbus,Amorphognathus superbus,1,5983.5615
4035,L_Furnishina tortilis,Furnishina tortilis,1,5983.5615
3048,L_Agnostotes orientalis,Agnostotes orientalis,1,5983.6859
2415,F_Pseudoclimacograptus scharenbergi minor,Pseudoclimacograptus scharenbergi minor,0,5983.789
5353,L_Pseudagnostus hunanensis,Pseudagnostus hunanensis,1,5984.1207
3522,L_Corynoides gracilis,Corynoides gracilis,1,5984.2239
5123,L_Peratagnostus obsoletus,Peratagnostus obsoletus,1,5984.2239
1670,F_Mioptychopyge maocaopuensis,Mioptychopyge maocaopuensis,0,5984.3217
1943,F_Oryctocephalops guizhouensis,Oryctocephalops guizhouensis,0,5984.376
276,F_Bathynotus kueichouensis,Bathynotus kueichouensis,0,5984.4922
1477,F_Leptograptus latus,Leptograptus latus,0,5984.6973
3393,L_Climacograptus argutus,Climacograptus argutus,1,5984.6973
2591,F_Rorringtonia lepida,Rorringtonia lepida,0,5988.7988
1657,F_Microparia (Microparia) lubrica,Microparia (Microparia) lubrica,0,5988.8095
4193,L_Hexacopyge scopulata,Hexacopyge scopulata,1,5988.8442
2576,F_Rhaptagnostus simplex,Rhaptagnostus simplex,0,5990.2913
230,F_Balangcunaspis transversus,Balangcunaspis transversus,0,5991.2196
2291,F_Proceratopyge rectispinatus,Proceratopyge rectispinatus,0,5991.2196
3542,L_Cyamella subacuta,Cyamella subacuta,1,5991.284
1421,F_Lasiograptus qidongensis,Lasiograptus qidongensis,0,5992.9435
2274,F_Probowmania nankingensis,Probowmania nankingensis,0,5993.2203
5364,L_Pseudaphelaspis elongata,Pseudaphelaspis elongata,1,5993.304
5816,L_Tomagnostella orientalis,Tomagnostella orientalis,1,5993.3176
914,F_Ecculiomphalus kepintaghensis,Ecculiomphalus kepintaghensis,0,5998.061
4886,L_Orthoceras regulare,Orthoceras regulare,1,5998.335
1734,F_Nangaops brevis,Nangaops brevis,0,5998.4797
1888,F_Onchonotellus abnormis,Onchonotellus abnormis,0,5998.4797
2359,F_Protoryctocephalus wuxunensis,Protoryctocephalus wuxunensis,0,5998.5826
2402,F_Pseudoclimacograptus crebrithecatus,Pseudoclimacograptus crebrithecatus,0,5998.5826
3688,L_Dicranograptus furcatus acies,Dicranograptus furcatus acies,1,5998.5826
4060,L_Glossograptus ciliatus debilis,Glossograptus ciliatus debilis,1,5998.5826
712,F_Dicranograptus ramosus longicaulis,Dicranograptus ramosus longicaulis,0,6001.6634
1736,F_Nangaops elongatus,Nangaops elongatus,0,6001.6634
2136,F_Peratagnostus hillardensis,Peratagnostus hillardensis,0,6003.0588
5277,L_Proceratopyge rectispinatus,Proceratopyge rectispinatus,1,6003.0588
1561,F_Lophosphaeridium tentativum,Lophosphaeridium tentativum,0,6003.1586
5268,L_Proceratopyge distensa,Proceratopyge distensa,1,6003.1586
2273,F_Probowmania balangensis,Probowmania balangensis,0,6003.2331
726,F_Dictyotidium priscum,Dictyotidium priscum,0,6003.4273
5562,L_Rhaptagnostus simplex,Rhaptagnostus simplex,1,6003.4337
1909,F_Orthograptus calcaratus tenuicornis,Orthograptus calcaratus tenuicornis,0,6003.4658
4874,L_Onchonotellus abnormis,Onchonotellus abnormis,1,6003.4658
3628,L_Dicellograptus contortus,Dicellograptus contortus,1,6003.4808
844,F_Diplacanthograptus spiniferus,Diplacanthograptus spiniferus,0,6003.5527
576,F_Cymatiosphaera favosa,Cymatiosphaera favosa,0,6003.5753
725,F_Dictyotidium microreticulatum,Dictyotidium microreticulatum,0,6003.5753
673,F_Dicellograptus russomi,Dicellograptus russomi,0,6005.9395
1158,F_Granomarginata squamacea,Granomarginata squamacea,0,6005.9395
5122,L_Peratagnostus hillardensis,Peratagnostus hillardensis,1,6005.9395
5269,L_Proceratopyge distincta,Proceratopyge distincta,1,6006.0296
2113,F_Pareuloma taoyuanense,Pareuloma taoyuanense,0,6008.1182
646,F_Dicellograptus elegans,Dicellograptus elegans,0,6008.1294
658,F_Dicellograptus minimus,Dicellograptus minimus,0,6008.1294
1104,F_Glyptograptus gladius,Glyptograptus gladius,0,6008.1294
1420,F_Lasiograptus pusillus,Lasiograptus pusillus,0,6008.1294
2358,F_Protoryctocephalus balangensis,Protoryctocephalus balangensis,0,6008.1294
3392,L_Climacograptus antiquus polytheca,Climacograptus antiquus polytheca,1,6008.8714
374,F_Chittidilla plana,Chittidilla plana,0,6016.3454
670,F_Dicellograptus pumilus,Dicellograptus pumilus,0,6016.6297
3155,L_Archiclimacograptus foliaceus,Archiclimacograptus foliaceus,1,6016.6297
4941,L_Ovalocephalus shaanxiensis,Ovalocephalus shaanxiensis,1,6016.6297
4406,L_Lasiograptus pusillus,Lasiograptus pusillus,1,6018.4292
4738,L_Nemagraptus surcularis,Nemagraptus surcularis,1,6019.1296
3014,L_Acrograptus eudiodus,Acrograptus eudiodus,1,6019.2334
3089,L_Amplexograptus maxwelli,Amplexograptus maxwelli,1,6019.2334
3535,L_Cryptograptus arcticus sinensis,Cryptograptus arcticus sinensis,1,6019.2334
4351,L_Ketyna karatauensis,Ketyna karatauensis,1,6019.2399
1735,F_Nangaops danzhaiensis,Nangaops danzhaiensis,0,6019.3834
4463,L_Leptograptus latus,Leptograptus latus,1,6019.395
4975,L_Panderia arcutata,Panderia arcutata,1,6019.395
1990,F_Panderia curta,Panderia curta,0,6020.5297
4382,L_Kunmingaspis qiannanensis,Kunmingaspis qiannanensis,1,6021.1749
1956,F_Ovalocephalus tetrasulcatus,Ovalocephalus tetrasulcatus,0,6021.5746
4090,L_Glyptograptus gladius,Glyptograptus gladius,1,6021.5746
697,F_Dicranograptus clingani,Dicranograptus clingani,0,6021.7306
3961,L_Eugonocare hunanense,Eugonocare hunanense,1,6021.7306
373,F_Chittidilla nanjiangensis,Chittidilla nanjiangensis,0,6022.2546
1723,F_Mufushania nankingensis,Mufushania nankingensis,0,6022.2546
5099,L_Pareuloma taoyuanense,Pareuloma taoyuanense,1,6022.2546
925,F_Elongaticeras changjiangense,Elongaticeras changjiangense,0,6023.2898
1433,F_Leiomarginata simplex,Leiomarginata simplex,0,6023.3799
1816,F_Niuchangella angustilimbata,Niuchangella angustilimbata,0,6023.415
2862,F_Trinodus cylindricus,Trinodus cylindricus,0,6023.415
937,F_Eokaotaia gedongensis,Eokaotaia gedongensis,0,6023.5045
2549,F_Redlichia takooensis longispina,Redlichia takooensis longispina,0,6023.727
4330,L_Jiangxigraptus salopiensis,Jiangxigraptus salopiensis,1,6023.727
3795,L_Didymograptus serratulus,Didymograptus serratulus,1,6023.7588
709,F_Dicranograptus nicholsoni longibasalis,Dicranograptus nicholsoni longibasalis,0,6024.1355
5389,L_Pseudoclimacograptus demittolabiosus,Pseudoclimacograptus demittolabiosus,1,6024.338
2711,F_Stenoblepharum dactylum,Stenoblepharum dactylum,0,6025.1093
1417,F_Lamproscutellum alplatum,Lamproscutellum alplatum,0,6025.1969
4419,L_Leiomarginata simplex,Leiomarginata simplex,1,6025.1969
2110,F_Parashuiyuella subcylindrica,Parashuiyuella subcylindrica,0,6025.6256
52,F_Agastapleura aenina,Agastapleura aenina,0,6025.8717
4162,L_Hammatocnemis orientalis,Hammatocnemis orientalis,1,6025.8717
1959,F_Ovatoryctocara granulata,Ovatoryctocara granulata,0,6025.8872
1941,F_Oryctocephalites longus,Oryctocephalites longus,0,6025.9954
1973,F_Pagetia taijiangensis,Pagetia taijiangensis,0,6026.2728
1026,F_Fimbriaglomerella membranacea,Fimbriaglomerella membranacea,0,6026.5895
2940,F_Xenocyclopyge jaskovitchi,Xenocyclopyge jaskovitchi,0,6026.8089
5395,L_Pseudoclimacograptus longus,Pseudoclimacograptus longus,1,6027.3378
4623,L_Michelinoceras formosa,Michelinoceras formosa,1,6027.545
3359,L_Chittidilla nanjiangensis,Chittidilla nanjiangensis,1,6030.2339
314,F_Burlingia ovata,Burlingia ovata,0,6031.7021
1584,F_Madygenia suavis,Madygenia suavis,0,6031.8145
1733,F_Nangaoia megaceps,Nangaoia megaceps,0,6031.8145
1184,F_Hanjiangaspis fibrisulcatus,Hanjiangaspis fibrisulcatus,0,6031.8791
2600,F_Sagavia obscura,Sagavia obscura,0,6031.8791
2771,F_Taklamakania decorata,Taklamakania decorata,0,6031.8791
1732,F_Nangaoia conica,Nangaoia conica,0,6032.3996
1972,F_Pagetia significans,Pagetia significans,0,6032.7349
1310,F_Isbergia dactyla,Isbergia dactyla,0,6032.9699
2087,F_Paraphillipsinella nanjiangensis,Paraphillipsinella nanjiangensis,0,6033.8418
919,F_Effnaspis clavata,Effnaspis clavata,0,6033.9208
1418,F_Lamproscutellum scoparium,Lamproscutellum scoparium,0,6033.9208
4646,L_Microparia taoyuanensis,Microparia taoyuanensis,1,6033.9779
2660,F_Sinoceras chinense eccentrica,Sinoceras chinense eccentrica,0,6034.1801
2947,F_Xingrenaspis xingrenensis,Xingrenaspis xingrenensis,0,6034.2918
1650,F_Michelinoceras yuanbaense,Michelinoceras yuanbaense,0,6035.5604
3923,L_Eokaotaia gedongensis,Eokaotaia gedongensis,1,6035.5604
1957,F_Ovalocephalus yangtzeensis,Ovalocephalus yangtzeensis,0,6035.641
2663,F_Sinoceras eccentrica,Sinoceras eccentrica,0,6036.0999
569,F_Cyclopyge latilimbata,Cyclopyge latilimbata,0,6036.1281
4383,L_Kunmingaspis yunnanensis,Kunmingaspis yunnanensis,1,6036.1913
5345,L_Protoryctocephalus wuxunensis,Protoryctocephalus wuxunensis,1,6036.231
3969,L_Euprimitia sinensis,Euprimitia sinensis,1,6036.8122
3602,L_Degamella latifrons,Degamella latifrons,1,6036.8193
4194,L_Hexacopyge turbiniformis,Hexacopyge turbiniformis,1,6036.9185
1185,F_Hanzhongaspis truncatus,Hanzhongaspis truncatus,0,6038.7754
2864,F_Trinodus ovatus,Trinodus ovatus,0,6038.7754
3892,L_Drepanoistodus suberectus,Drepanoistodus suberectus,1,6038.7754
2393,F_Pseudobirmanites suavis,Pseudobirmanites suavis,0,6047.6091
2554,F_Remopleurides dabashanensis,Remopleurides dabashanensis,0,6047.6091
5337,L_Protopanderodus robustus,Protopanderodus robustus,1,6047.6091
4171,L_Hanzhongaspis truncatus,Hanzhongaspis truncatus,1,6050.1322
2377,F_Pseudampyxina decorata,Pseudampyxina decorata,0,6050.4382
866,F_Discoceras verbeeki,Discoceras verbeeki,0,6050.6031
3068,L_Amorphognathus complicatus,Amorphognathus complicatus,1,6051.8071
5119,L_Pentacopyge puxiheensis,Pentacopyge puxiheensis,1,6051.952
5493,L_Quyuania ziguiensis,Quyuania ziguiensis,1,6051.952
1028,F_Foliomena folium,Foliomena folium,0,6052.9659
310,F_Bubomorpha balangensis,Bubomorpha balangensis,0,6053.4512
4148,L_Haddingograptus eurystoma,Haddingograptus eurystoma,1,6053.7802
5649,L_Sinoceras eccentrica,Sinoceras eccentrica,1,6054.0133
3268,L_Belodina confluens,Belodina confluens,1,6054.9959
982,F_Euprimitia bella,Euprimitia bella,0,6055.6198
969,F_Euarthricocephalus taijiangensis,Euarthricocephalus taijiangensis,0,6055.684
1356,F_Kaotaia globosa,Kaotaia globosa,0,6060.036
1800,F_Nileus rugosus,Nileus rugosus,0,6060.4318
4722,L_Nangaops elongatus,Nangaops elongatus,1,6060.4346
1177,F_Hammatocnemis ovatus,Hammatocnemis ovatus,0,6062.3902
1260,F_Hsiangyangoceras hubeiense,Hsiangyangoceras hubeiense,0,6062.3902
5897,L_Venoistodus venustus,Venoistodus venustus,1,6063.0265
1644,F_Michelinoceras paraxuanxianense,Michelinoceras paraxuanxianense,0,6064.2495
3900,L_Ecculiomphalus kepintaghensis,Ecculiomphalus kepintaghensis,1,6064.2495
568,F_Cyclopyge jiangqiformis,Cyclopyge jiangqiformis,0,6065.4532
1261,F_Hsiangyangoceras minum,Hsiangyangoceras minum,0,6065.4532
1633,F_Michelinoceras densum,Michelinoceras densum,0,6065.4532
3968,L_Euprimitia bella,Euprimitia bella,1,6065.4532
4246,L_Hsiangyangoceras hubeiense,Hsiangyangoceras hubeiense,1,6065.4532
4525,L_Lituites rudum,Lituites rudum,1,6065.4532
4636,L_Michelinoceras yuanbaense,Michelinoceras yuanbaense,1,6065.4532
5540,L_Remopleurides dabashanensis,Remopleurides dabashanensis,1,6065.4532
4247,L_Hsiangyangoceras minum,Hsiangyangoceras minum,1,6066.8574
5260,L_Probowmania nankingensis,Probowmania nankingensis,1,6066.8574
