Event id,Event name,Taxon,Type,Level-Placed
239,F_Baltisphaeridium dispar,Baltisphaeridium dispar,0,4292.4814
3745,L_Didymograptus approximatus,Didymograptus approximatus,1,4292.4814
3858,L_Distazeris dongtingensis,Distazeris dongtingensis,1,4292.4814
3859,L_Distazeris hubeiensis,Distazeris hubeiensis,1,4292.4814
1387,F_Kormagnostus minutus,Kormagnostus minutus,0,4292.566
4744,L_Neoanomocarella intermedia,Neoanomocarella intermedia,1,4292.566
4052,L_Glaberagnostus altaicus,Glaberagnostus altaicus,1,4292.5753
2193,F_Phyllograptus anna longus,Phyllograptus anna longus,0,4292.8375
5743,L_Syntrophopsis simplex,Syntrophopsis simplex,1,4293.6701
351,F_Changyangoceras yangi,Changyangoceras yangi,0,4298.6452
3934,L_Eoshengia latilimbata,Eoshengia latilimbata,1,4298.6452
1655,F_Micrhystridium henryi,Micrhystridium henryi,0,4298.6918
2324,F_Protaitzehoia spinifera,Protaitzehoia spinifera,0,4298.6918
3812,L_Didymograptus yingpanensis,Didymograptus yingpanensis,1,4298.6918
3860,L_Distazeris hunanensis,Distazeris hunanensis,1,4298.6918
5006,L_Paradamesella trapezoidalis,Paradamesella trapezoidalis,1,4298.6918
2204,F_Phyllograptus uniformis,Phyllograptus uniformis,0,4300.8921
1667,F_Mimella formosa,Mimella formosa,0,4301.7252
1894,F_Ordovicidium elegantulum,Ordovicidium elegantulum,0,4301.7624
3793,L_Didymograptus scanicus,Didymograptus scanicus,1,4301.7624
4190,L_Hesperonomia striata,Hesperonomia striata,1,4303.9931
2966,F_Yichangorthis elegans,Yichangorthis elegans,0,4304.0105
4853,L_Oidalagnostus trispinifer,Oidalagnostus trispinifer,1,4305.152
1332,F_Jiangnania hunanensis,Jiangnania hunanensis,0,4305.9036
59,F_Agnostascus sinensis,Agnostascus sinensis,0,4306.3157
112,F_Ampullula erchunensis,Ampullula erchunensis,0,4306.3157
4515,L_Lisogoragnostus mictus,Lisogoragnostus mictus,1,4306.5118
2334,F_Protocycloceras deprati,Protocycloceras deprati,0,4312.6398
2847,F_Trachysphaeridium planum,Trachysphaeridium planum,0,4313.0833
243,F_Baltisphaeridium hirsutoides,Baltisphaeridium hirsutoides,0,4313.5089
251,F_Baltisphaeridium ritvae,Baltisphaeridium ritvae,0,4313.5089
3180,L_Asperatopsophosphaera umishanensis,Asperatopsophosphaera umishanensis,1,4313.5089
5487,L_Punctolira resupinata,Punctolira resupinata,1,4313.5089
246,F_Baltisphaeridium microspinosum,Baltisphaeridium microspinosum,0,4316.6014
5228,L_Prioniodus honghuayuanensis,Prioniodus honghuayuanensis,1,4316.6014
233,F_Baltisphaeridium brevifilicum,Baltisphaeridium brevifilicum,0,4318.3747
2833,F_Tongzia meitana,Tongzia meitana,0,4318.3747
5658,L_Sinodiscus shipaiensis,Sinodiscus shipaiensis,1,4318.3747
2154,F_Petaloferidium florigerum,Petaloferidium florigerum,0,4319.7212
4232,L_Honghuayuangnathus hubeiensis,Honghuayuangnathus hubeiensis,1,4319.7212
4015,L_Formosagnostus formosus,Formosagnostus formosus,1,4319.7292
3738,L_Didymograptellus subtilis,Didymograptellus subtilis,1,4319.9147
33,F_Acrograptus nicholsoni planus,Acrograptus nicholsoni planus,0,4320.7222
248,F_Baltisphaeridium podboroviscense,Baltisphaeridium podboroviscense,0,4320.7958
563,F_Cyclagnostus yaogongbuensis,Cyclagnostus yaogongbuensis,0,4320.7958
114,F_Ampullula suetica,Ampullula suetica,0,4321.0369
253,F_Baltisphaerosum christoferi,Baltisphaerosum christoferi,0,4321.0369
3549,L_Cyclagnostus yaogongbuensis,Cyclagnostus yaogongbuensis,1,4321.0369
111,F_Ampullula crassula,Ampullula crassula,0,4321.2127
240,F_Baltisphaeridium filosum,Baltisphaeridium filosum,0,4321.2127
254,F_Baltisphaerosun bystrentos,Baltisphaerosun bystrentos,0,4321.2127
359,F_Chatiania chatianensis,Chatiania chatianensis,0,4321.2127
691,F_Dichograptus separatus,Dichograptus separatus,0,4321.2127
1558,F_Lophosphaeridium citrinipeltatum,Lophosphaeridium citrinipeltatum,0,4321.2127
1560,F_Lophosphaeridium rarum,Lophosphaeridium rarum,0,4321.2127
2595,F_Sacculidium inornatum,Sacculidium inornatum,0,4321.2127
2597,F_Sacculidium peteinoides,Sacculidium peteinoides,0,4321.2127
5930,L_Xiangia taoyuanensis,Xiangia taoyuanensis,1,4321.2127
238,F_Baltisphaeridium denticulatum,Baltisphaeridium denticulatum,0,4321.4907
247,F_Baltisphaeridium onniense,Baltisphaeridium onniense,0,4321.4907
315,F_Bursachitina maotaiensis,Bursachitina maotaiensis,0,4321.4907
1436,F_Leiosphaeridia caradocensis,Leiosphaeridia caradocensis,0,4321.4907
1652,F_Micrhystridium accuminosum,Micrhystridium accuminosum,0,4321.4907
1725,F_Multiplicisphaeridium irregulare,Multiplicisphaeridium irregulare,0,4321.4907
1968,F_Pachysphaeridium rhabdocladium,Pachysphaeridium rhabdocladium,0,4321.4907
2171,F_Peteinosphaeridium angustilaminae,Peteinosphaeridium angustilaminae,0,4321.4907
2173,F_Peteinosphaeridium coronum,Peteinosphaeridium coronum,0,4321.4907
2174,F_Peteinosphaeridium dissimile,Peteinosphaeridium dissimile,0,4321.4907
2580,F_Rhopaliophora mamilliformis,Rhopaliophora mamilliformis,0,4321.4907
4318,L_Jiangnania hunanensis,Jiangnania hunanensis,1,4321.4907
245,F_Baltisphaeridium kunmingense,Baltisphaeridium kunmingense,0,4321.5172
1724,F_Multiplicisphaeridium dikranon,Multiplicisphaeridium dikranon,0,4321.5172
1967,F_Pachysphaeridium pachyconcha,Pachysphaeridium pachyconcha,0,4321.5172
574,F_Cymatiogalea granulata,Cymatiogalea granulata,0,4321.5549
2579,F_Rhopaliophora florida,Rhopaliophora florida,0,4321.5549
2175,F_Peteinosphaeridium exornatum,Peteinosphaeridium exornatum,0,4321.5647
538,F_Coryphidium bohemicum,Coryphidium bohemicum,0,4321.5724
613,F_Dasydorus microcephalus,Dasydorus microcephalus,0,4321.5724
4130,L_Goniagnostus (Allobodochus) nodibundus,Goniagnostus (Allobodochus) nodibundus,1,4321.5724
1456,F_Leprotolypa evexa,Leprotolypa evexa,0,4321.6783
236,F_Baltisphaeridium coolibahense,Baltisphaeridium coolibahense,0,4321.6853
612,F_Dasydorus cirritus,Dasydorus cirritus,0,4321.6853
1501,F_Linguagnostus reconditus,Linguagnostus reconditus,0,4321.6853
316,F_Bursachitina qianbeiensis,Bursachitina qianbeiensis,0,4321.7564
5815,L_Tomagnostella exsculpta,Tomagnostella exsculpta,1,4321.7656
244,F_Baltisphaeridium klabavense,Baltisphaeridium klabavense,0,4321.7684
110,F_Ampullula composta,Ampullula composta,0,4321.7712
162,F_Arbusculidium filamentosum,Arbusculidium filamentosum,0,4321.7712
6,F_Acanthodiacrodium tasselii,Acanthodiacrodium tasselii,0,4321.8695
2734,F_Striatotheca monorugulata,Striatotheca monorugulata,0,4321.8695
2914,F_Veryhachium trisulcum,Veryhachium trisulcum,0,4321.8695
1498,F_Liliosphaeridium kaljoi,Liliosphaeridium kaljoi,0,4321.9117
1654,F_Micrhystridium henry,Micrhystridium henry,0,4321.9117
4852,L_Oidalagnostus tienshanicus,Oidalagnostus tienshanicus,1,4321.9117
4433,L_Lejopyge sinensis,Lejopyge sinensis,1,4321.9849
2596,F_Sacculidium macropylum,Sacculidium macropylum,0,4321.9863
3099,L_Ampullula princeps,Ampullula princeps,1,4321.9863
4276,L_Hypagnostus parvifrons,Hypagnostus parvifrons,1,4322.6124
5214,L_Polygonium dentatum,Polygonium dentatum,1,4322.6174
1743,F_Navifusa ancepsipuncta,Navifusa ancepsipuncta,0,4322.8915
4710,L_Multiplicisphaeridium dikranon,Multiplicisphaeridium dikranon,1,4322.8915
2736,F_Striatotheca transformata,Striatotheca transformata,0,4322.8929
626,F_Desmochitina ornensis,Desmochitina ornensis,0,4322.9171
2912,F_Veryhachium symmetricum,Veryhachium symmetricum,0,4322.9171
218,F_Aureotesta clathrata simplex,Aureotesta clathrata simplex,0,4323.0341
1545,F_Loganograptus logani,Loganograptus logani,0,4323.0341
1969,F_Pachysphaeridium striatum,Pachysphaeridium striatum,0,4323.0341
226,F_Azygograptus undulatus,Azygograptus undulatus,0,4326.9193
5722,L_Striatotheca transformata,Striatotheca transformata,1,4326.9214
545,F_Cristallinium dentatum,Cristallinium dentatum,0,4327.0665
5898,L_Veryhachium symmetricum,Veryhachium symmetricum,1,4327.0667
1431,F_Leiofusa simplex,Leiofusa simplex,0,4327.1502
3531,L_Cristallinium dentatum,Cristallinium dentatum,1,4327.1509
5900,L_Veryhachium trisulcum,Veryhachium trisulcum,1,4327.1559
625,F_Desmochitina minor,Desmochitina minor,0,4329.4064
5216,L_Polygonium tenuispinosum,Polygonium tenuispinosum,1,4329.4064
2581,F_Rhopaliophora membrana,Rhopaliophora membrana,0,4329.4798
3581,L_Dactylofusa velifera,Dactylofusa velifera,1,4329.4817
627,F_Desmochitina ovulum,Desmochitina ovulum,0,4329.7204
4417,L_Leiofusa simplex,Leiofusa simplex,1,4329.7204
4131,L_Goniagnostus fumicola,Goniagnostus fumicola,1,4329.9796
4955,L_Pachysphaeridium striatum,Pachysphaeridium striatum,1,4329.9813
225,F_Azygograptus suecicus,Azygograptus suecicus,0,4340.9547
1331,F_Jiangnania granulosa,Jiangnania granulosa,0,4341.1316
4639,L_Micrhystridium acuminosum,Micrhystridium acuminosum,1,4341.1316
495,F_Conochitina pseudocarinata,Conochitina pseudocarinata,0,4343.0714
5162,L_Peteinosphaeridium robustiramosum,Peteinosphaeridium robustiramosum,1,4343.1536
4393,L_Lagenochitina chongqingensis,Lagenochitina chongqingensis,1,4343.5585
284,F_Belonechitina gaoqiaoensis,Belonechitina gaoqiaoensis,0,4343.5992
5567,L_Rhopaliophora membrana,Rhopaliophora membrana,1,4343.6082
3196,L_Athabascaella playfordii,Athabascaella playfordii,1,4343.6259
285,F_Belonechitina micracantha,Belonechitina micracantha,0,4344.6704
3148,L_Arbusculidium filamentosum,Arbusculidium filamentosum,1,4344.6911
5161,L_Peteinosphaeridium exornatum,Peteinosphaeridium exornatum,1,4344.6978
5565,L_Rhopaliophora florida,Rhopaliophora florida,1,4344.6978
5159,L_Peteinosphaeridium coronum,Peteinosphaeridium coronum,1,4344.9092
129,F_Angochitina punctata,Angochitina punctata,0,4344.9178
286,F_Belonechitina nevillensis,Belonechitina nevillensis,0,4344.9178
4640,L_Micrhystridium henry,Micrhystridium henry,1,4344.9178
5139,L_Petaloferidium bulliferum,Petaloferidium bulliferum,1,4344.9178
3096,L_Ampullula composta,Ampullula composta,1,4344.968
623,F_Desmochitina cocca,Desmochitina cocca,0,4345.0317
5163,L_Peteinosphaeridium tenuifilosum,Peteinosphaeridium tenuifilosum,1,4345.0371
2602,F_Sagenachitina dapingensis,Sagenachitina dapingensis,0,4345.843
5566,L_Rhopaliophora mamilliformis,Rhopaliophora mamilliformis,1,4345.8855
3222,L_Baltisphaeridium coolibahense,Baltisphaeridium coolibahense,1,4345.9331
3614,L_Desmochitina papilla,Desmochitina papilla,1,4346.5284
2346,F_Protopanderodus flouridus,Protopanderodus flouridus,0,4347.0935
3613,L_Desmochitina ovulum,Desmochitina ovulum,1,4347.0935
3197,L_Athbascaella penika,Athbascaella penika,1,4347.3322
3609,L_Desmochitina cocca,Desmochitina cocca,1,4347.3322
5195,L_Pirea ornata,Pirea ornata,1,4347.3322
3301,L_Bursachitina maotaiensis,Bursachitina maotaiensis,1,4348.02
5721,L_Striatotheca pricipalis parva,Striatotheca pricipalis parva,1,4348.2376
4638,L_Micrhystridium accuminosum,Micrhystridium accuminosum,1,4348.2527
5899,L_Veryhachium trispinosum,Veryhachium trispinosum,1,4348.2527
3302,L_Bursachitina qianbeiensis,Bursachitina qianbeiensis,1,4348.3869
3524,L_Coryphidium bohemicum,Coryphidium bohemicum,1,4348.3869
5720,L_Striatotheca monorugulata,Striatotheca monorugulata,1,4348.391
2991,L_Acanthodiacrodium costatum,Acanthodiacrodium costatum,1,4348.3951
3097,L_Ampullula crassula,Ampullula crassula,1,4348.3951
3204,L_Aureotesta clathrata simplex,Aureotesta clathrata simplex,1,4348.3951
3228,L_Baltisphaeridium granosum,Baltisphaeridium granosum,1,4348.402
5819,L_Tongzia meitana,Tongzia meitana,1,4348.402
3227,L_Baltisphaeridium fragile,Baltisphaeridium fragile,1,4348.4074
3560,L_Cymatiogalea granulata,Cymatiogalea granulata,1,4348.4074
4399,L_Lagenochitina obeligis,Lagenochitina obeligis,1,4349.207
3789,L_Didymograptus protobifidus,Didymograptus protobifidus,1,4351.6639
2990,L_Acanthodiacrodium burmanniae,Acanthodiacrodium burmanniae,1,4353.4565
3230,L_Baltisphaeridium klabavense,Baltisphaeridium klabavense,1,4353.4565
3239,L_Baltisphaerosum christoferi,Baltisphaerosum christoferi,1,4353.4565
3240,L_Baltisphaerosun bystrentos,Baltisphaerosun bystrentos,1,4353.4565
4483,L_Liliosphaeridium intermedium,Liliosphaeridium intermedium,1,4353.9877
3237,L_Baltisphaeridium ritvae,Baltisphaeridium ritvae,1,4354.0067
4711,L_Multiplicisphaeridium irregulare,Multiplicisphaeridium irregulare,1,4354.0067
5582,L_Sacculidium macropylum,Sacculidium macropylum,1,4354.0067
3100,L_Ampullula suetica,Ampullula suetica,1,4354.0379
3598,L_Dasydorus cirritus,Dasydorus cirritus,1,4354.0379
3098,L_Ampullula erchunensis,Ampullula erchunensis,1,4355.1377
3219,L_Baltisphaeridium brevifilicum,Baltisphaeridium brevifilicum,1,4355.1377
3231,L_Baltisphaeridium kunmingense,Baltisphaeridium kunmingense,1,4355.1377
3234,L_Baltisphaeridium podboroviscense,Baltisphaeridium podboroviscense,1,4355.1377
3599,L_Dasydorus microcephalus,Dasydorus microcephalus,1,4355.1377
3612,L_Desmochitina ornensis,Desmochitina ornensis,1,4355.1377
4484,L_Liliosphaeridium kaljoi,Liliosphaeridium kaljoi,1,4355.1377
4527,L_Loeblichia heterorhabda,Loeblichia heterorhabda,1,4355.1377
4544,L_Lophosphaeridium citrinipeltatum,Lophosphaeridium citrinipeltatum,1,4355.1377
4954,L_Pachysphaeridium rhabdocladium,Pachysphaeridium rhabdocladium,1,4355.1377
5140,L_Petaloferidium florigerum,Petaloferidium florigerum,1,4355.1377
5157,L_Peteinosphaeridium angustilaminae,Peteinosphaeridium angustilaminae,1,4355.1377
5160,L_Peteinosphaeridium dissimile,Peteinosphaeridium dissimile,1,4355.1377
5196,L_Pirea sinensis,Pirea sinensis,1,4355.1377
5581,L_Sacculidium inornatum,Sacculidium inornatum,1,4355.1377
2625,F_Scolopodus princeps,Scolopodus princeps,0,4355.1799
3229,L_Baltisphaeridium hirsutoides,Baltisphaeridium hirsutoides,1,4355.1799
4953,L_Pachysphaeridium pachyconcha,Pachysphaeridium pachyconcha,1,4355.1799
5215,L_Polygonium gracile,Polygonium gracile,1,4355.8641
557,F_Cyathochitina calix,Cyathochitina calix,0,4356.4155
3226,L_Baltisphaeridium filosum,Baltisphaeridium filosum,1,4357.5263
3593,L_Damesella hunanensis,Damesella hunanensis,1,4357.7201
2992,L_Acanthodiacrodium tasselii,Acanthodiacrodium tasselii,1,4357.7211
3115,L_Angochitina punctata,Angochitina punctata,1,4357.7211
3464,L_Comasphaeridium tonsum,Comasphaeridium tonsum,1,4357.8493
2620,F_Scolopodus mufushanensis,Scolopodus mufushanensis,0,4359.2836
3224,L_Baltisphaeridium denticulatum,Baltisphaeridium denticulatum,1,4359.2836
3225,L_Baltisphaeridium dispar,Baltisphaeridium dispar,1,4359.2836
4422,L_Leiosphaeridia caradocensis,Leiosphaeridia caradocensis,1,4359.2836
4641,L_Micrhystridium henryi,Micrhystridium henryi,1,4359.2836
5158,L_Peteinosphaeridium armatum,Peteinosphaeridium armatum,1,4359.2836
3272,L_Belonechitina nevillensis,Belonechitina nevillensis,1,4363.3866
900,F_Drepanoistodus basiovalis,Drepanoistodus basiovalis,0,4363.7343
1349,F_Jishougraptus undulatus,Jishougraptus undulatus,0,4363.7343
3233,L_Baltisphaeridium onniense,Baltisphaeridium onniense,1,4363.7343
4442,L_Leprotolypa evexa,Leprotolypa evexa,1,4363.7343
5569,L_Rhopaliophora pilata,Rhopaliophora pilata,1,4363.7343
487,F_Conochitina grandicula,Conochitina grandicula,0,4363.7589
821,F_Didymograptus undatus,Didymograptus undatus,0,4363.7589
1661,F_Microzarkodina flabellum,Microzarkodina flabellum,0,4363.7589
370,F_Chisiloceras reedi,Chisiloceras reedi,0,4376.1869
689,F_Dichograptus changshanensis,Dichograptus changshanensis,0,4376.2936
1805,F_Nileus yichongqiaoensis,Nileus yichongqiaoensis,0,4376.2936
3008,L_Acodus triangularis,Acodus triangularis,1,4376.2936
4424,L_Leiosphaeridia tenuissima,Leiosphaeridia tenuissima,1,4376.2936
4880,L_Ordovicidium elegantulum,Ordovicidium elegantulum,1,4376.2936
1288,F_Hypagnostus kendectasicus,Hypagnostus kendectasicus,0,4376.8183
1660,F_Microparia taoyuanensis,Microparia taoyuanensis,0,4376.8183
2984,F_Zygograptus simplex,Zygograptus simplex,0,4378.3147
5563,L_Rhipidognathus yichangensis,Rhipidognathus yichangensis,1,4378.3147
5970,L_Zygograptus simplex,Zygograptus simplex,1,4378.6978
2203,F_Phyllograptus typus,Phyllograptus typus,0,4379.7156
3245,L_Baltoniodus crassulus,Baltoniodus crassulus,1,4379.7156
4546,L_Lophosphaeridium rarum,Lophosphaeridium rarum,1,4379.7156
3232,L_Baltisphaeridium microspinosum,Baltisphaeridium microspinosum,1,4380.289
5067,L_Parapanderodus striatus,Parapanderodus striatus,1,4380.289
541,F_Costiconus ethingtoni,Costiconus ethingtoni,0,4383.6677
764,F_Didymograptus constrictus,Didymograptus constrictus,0,4383.6969
1411,F_Lagenochitina langei,Lagenochitina langei,0,4383.6969
2949,F_Xiphograptus lofuensis,Xiphograptus lofuensis,0,4389.6438
4423,L_Leiosphaeridia laevigata,Leiosphaeridia laevigata,1,4389.6438
58,F_Agnostascus orientalis,Agnostascus orientalis,0,4389.7286
3810,L_Didymograptus wudangensis,Didymograptus wudangensis,1,4389.7286
3473,L_Conochitina grandicula,Conochitina grandicula,1,4389.9442
2911,F_Venoistodus venustus,Venoistodus venustus,0,4394.6429
3804,L_Didymograptus subtilis,Didymograptus subtilis,1,4394.6429
1807,F_Ningkianites ningkianensis,Ningkianites ningkianensis,0,4395.1872
2915,F_Virgoria tangshanensis,Virgoria tangshanensis,0,4395.1872
3543,L_Cyathochitina calix,Cyathochitina calix,1,4395.1872
3796,L_Didymograptus sichuanensis,Didymograptus sichuanensis,1,4395.1872
2198,F_Phyllograptus hexianensis,Phyllograptus hexianensis,0,4395.195
3045,L_Agnostascus sinensis,Agnostascus sinensis,1,4395.195
2191,F_Phyllograptus ampullaceus,Phyllograptus ampullaceus,0,4396.0219
2852,F_Trapezognathus quadrangulum,Trapezognathus quadrangulum,0,4396.0219
5227,L_Prioniodus elegans,Prioniodus elegans,1,4396.0219
5583,L_Sacculidium peteinoides,Sacculidium peteinoides,1,4396.0219
2352,F_Protopanderodus varicostatus,Protopanderodus varicostatus,0,4403.1958
2137,F_Peratagnostus obsoletus,Peratagnostus obsoletus,0,4403.4198
2796,F_Tetragraptus affinis,Tetragraptus affinis,0,4403.4198
3044,L_Agnostascus orientalis,Agnostascus orientalis,1,4403.4198
219,F_Azygograptus eivionicus,Azygograptus eivionicus,0,4405.2463
690,F_Dichograptus octobrachiatus,Dichograptus octobrachiatus,0,4405.2463
796,F_Didymograptus parvus,Didymograptus parvus,0,4405.2463
4397,L_Lagenochitina langei,Lagenochitina langei,1,4405.2543
3283,L_Bergstroemognathus hubeiensis,Bergstroemognathus hubeiensis,1,4405.2589
3472,L_Conochitina exilis,Conochitina exilis,1,4410.2203
5895,L_Valenagnostus imitans,Valenagnostus imitans,1,4410.2248
2948,F_Xiphograptus disermus,Xiphograptus disermus,0,4415.8001
5696,L_Stelliferidium striatulum,Stelliferidium striatulum,1,4415.8001
996,F_Expansograptus hirundo,Expansograptus hirundo,0,4435.0508
3311,L_Cambrooistodus cambricus,Cambrooistodus cambricus,1,4436.0581
4317,L_Jiangnania granulosa,Jiangnania granulosa,1,4436.0581
1314,F_Isograptus gibberulus,Isograptus gibberulus,0,4436.1047
5177,L_Phyllograptus ampullaceus,Phyllograptus ampullaceus,1,4436.1047
2822,F_Tetragraptus serra,Tetragraptus serra,0,4440.9856
5901,L_Virgoria tangshanensis,Virgoria tangshanensis,1,4440.9856
360,F_Chatiania expansa,Chatiania expansa,0,4441.1042
800,F_Didymograptus praenuntius,Didymograptus praenuntius,0,4441.209
816,F_Didymograptus stratus,Didymograptus stratus,0,4441.209
5011,L_Paradelograptus antiquus,Paradelograptus antiquus,1,4441.209
2128,F_Paurorthis sinuata,Paurorthis sinuata,0,4443.1446
3029,L_Adelograptus simplex,Adelograptus simplex,1,4443.1446
3532,L_Cristallinium ovillense,Cristallinium ovillense,1,4443.1446
5806,L_Tetragraptus scandens,Tetragraptus scandens,1,4443.1446
989,F_Expansograptus asperus,Expansograptus asperus,0,4444.5278
3802,L_Didymograptus stratus,Didymograptus stratus,1,4447.767
1612,F_Metabolograptus extraordinarius,Metabolograptus extraordinarius,0,4476.5607
2808,F_Tetragraptus immaturus,Tetragraptus immaturus,0,4486.6754
294,F_Bergeronites obtusa,Bergeronites obtusa,0,4489.4858
3751,L_Didymograptus curvithecatus,Didymograptus curvithecatus,1,4489.4858
3753,L_Didymograptus diapason,Didymograptus diapason,1,4489.4858
5838,L_Trapezognathus quadrangulum,Trapezognathus quadrangulum,1,4489.4858
885,F_Dorypygella jiangsuensis,Dorypygella jiangsuensis,0,4489.5759
2028,F_Paradistazeris hunanensis,Paradistazeris hunanensis,0,4489.5759
776,F_Didymograptus inflexus angustus,Didymograptus inflexus angustus,0,4491.0464
748,F_Didymograptellus exilis,Didymograptellus exilis,0,4491.0507
1607,F_Meropalla bella,Meropalla bella,0,4491.0507
773,F_Didymograptus gracilis,Didymograptus gracilis,0,4491.3383
1521,F_Liostracina taoyuanensis,Liostracina taoyuanensis,0,4491.3383
693,F_Dichograptus tenuis,Dichograptus tenuis,0,4491.729
201,F_Aspidagnostus taoyuanensis,Aspidagnostus taoyuanensis,0,4491.7324
5491,L_Qiandongaspis sinensis,Qiandongaspis sinensis,1,4491.7324
4020,L_Fuchouia oratolimba,Fuchouia oratolimba,1,4491.8204
2963,F_Yangweizhouia carinata,Yangweizhouia carinata,0,4491.8475
5014,L_Paradistazeris hunanensis,Paradistazeris hunanensis,1,4491.8509
993,F_Expansograptus extensus elatus,Expansograptus extensus elatus,0,4492.207
30,F_Acrograptus gracilis,Acrograptus gracilis,0,4493.0802
964,F_Erraticodon hexianensis,Erraticodon hexianensis,0,4501.7826
2784,F_Teinistion hunanensis,Teinistion hunanensis,0,4501.7826
2202,F_Phyllograptus sinicus,Phyllograptus sinicus,0,4502.0929
1518,F_Liostracina bella,Liostracina bella,0,4503.0429
2819,F_Tetragraptus rigidus,Tetragraptus rigidus,0,4503.4128
2807,F_Tetragraptus hsui,Tetragraptus hsui,0,4503.4588
2194,F_Phyllograptus claviger,Phyllograptus claviger,0,4503.5277
222,F_Azygograptus flexilis,Azygograptus flexilis,0,4505.4661
774,F_Didymograptus indentus,Didymograptus indentus,0,4505.7763
2200,F_Phyllograptus iliciformis,Phyllograptus iliciformis,0,4505.7763
5009,L_Paradamesops karatauensis,Paradamesops karatauensis,1,4505.7837
3187,L_Aspidagnostus taoyuanensis,Aspidagnostus taoyuanensis,1,4505.8986
3737,L_Didymograptellus protoindentus,Didymograptellus protoindentus,1,4505.8986
5186,L_Phyllograptus iliciformis,Phyllograptus iliciformis,1,4505.9096
2806,F_Tetragraptus hemirotundus,Tetragraptus hemirotundus,0,4506.036
2811,F_Tetragraptus minutus,Tetragraptus minutus,0,4506.036
798,F_Didymograptus pendens,Didymograptus pendens,0,4506.3713
2447,F_Pseudoporambonites hupeihensis,Pseudoporambonites hupeihensis,0,4507.6102
3742,L_Didymograptus aequabilis,Didymograptus aequabilis,1,4507.6102
3762,L_Didymograptus inflexus angustus,Didymograptus inflexus angustus,1,4507.6102
2682,F_Sinorthis ichangensis,Sinorthis ichangensis,0,4507.6703
2761,F_Taihangshania wangcunensis,Taihangshania wangcunensis,0,4507.6703
1468,F_Leptelloidea leptelloides,Leptelloidea leptelloides,0,4509.1545
1896,F_Orthis calligramma sinensis,Orthis calligramma sinensis,0,4509.1545
2370,F_Pseudagnostus josepha,Pseudagnostus josepha,0,4509.1545
2699,F_Spinodus spinatus,Spinodus spinatus,0,4509.1545
2770,F_Taihungshania tachengssuensis,Taihungshania tachengssuensis,0,4509.1545
2817,F_Tetragraptus quadribrachiatus minutus,Tetragraptus quadribrachiatus minutus,0,4509.1545
200,F_Aspidagnostus rugosus,Aspidagnostus rugosus,0,4509.3371
2385,F_Pseudisograptus manubriatus,Pseudisograptus manubriatus,0,4512.1361
2117,F_Parisograptus caduceus,Parisograptus caduceus,0,4512.8158
2800,F_Tetragraptus bigsbyi askerensis,Tetragraptus bigsbyi askerensis,0,4512.8158
1002,F_Expansograptus nitidus,Expansograptus nitidus,0,4513.3248
1993,F_Panderodus gracilis,Panderodus gracilis,0,4518.0122
4454,L_Leptelloidea leptelloides,Leptelloidea leptelloides,1,4524.0841
1515,F_Liomegalaspides hupeiensis,Liomegalaspides hupeiensis,0,4525.4195
2013,F_Paracoosia huayuanensis,Paracoosia huayuanensis,0,4525.7243
2394,F_Pseudobryograptus parallelus,Pseudobryograptus parallelus,0,4526.7659
2126,F_Paurorthis circularis,Paurorthis circularis,0,4527.3608
5807,L_Tetragraptus scandens curvatus,Tetragraptus scandens curvatus,1,4527.3608
1987,F_Paltodus mysticus,Paltodus mysticus,0,4529.4131
2818,F_Tetragraptus reclinatus,Tetragraptus reclinatus,0,4529.4131
1806,F_Ningkianites insculpta,Ningkianites insculpta,0,4529.5297
2118,F_Parisograptus caduceus imitatus,Parisograptus caduceus imitatus,0,4531.4052
3241,L_Baltograptus geometricus,Baltograptus geometricus,1,4531.4052
3381,L_Clavagnostus spinosus,Clavagnostus spinosus,1,4531.4137
2809,F_Tetragraptus isograptoides,Tetragraptus isograptoides,0,4531.5883
2371,F_Pseudagnostus koerferi,Pseudagnostus koerferi,0,4532.3147
610,F_Dapsilodus mutatus,Dapsilodus mutatus,0,4532.4895
80,F_Ammagnostus sinensis,Ammagnostus sinensis,0,4532.4938
364,F_Chiawangella hunanensis,Chiawangella hunanensis,0,4532.4938
939,F_Eoplacognathus reclinatus,Eoplacognathus reclinatus,0,4532.4938
2684,F_Sinorthis transversa,Sinorthis transversa,0,4532.4938
2908,F_Vaginoceras belemnitiforme,Vaginoceras belemnitiforme,0,4532.4938
2978,F_Yushanograptus separatus,Yushanograptus separatus,0,4532.4938
692,F_Dichograptus separatus delicatus,Dichograptus separatus delicatus,0,4537.2657
1182,F_Hanchungolithus richthofeni,Hanchungolithus richthofeni,0,4537.4166
1886,F_Omeipsis huangi,Omeipsis huangi,0,4540.0466
5255,L_Proagnostus bulbus,Proagnostus bulbus,1,4540.0508
2139,F_Periodon aculeatus,Periodon aculeatus,0,4542.7866
1181,F_Hanchungolithus multiseriatus,Hanchungolithus multiseriatus,0,4550.8492
4274,L_Hypagnostus kendectasicus,Hypagnostus kendectasicus,1,4550.8562
223,F_Azygograptus fluitans,Azygograptus fluitans,0,4551.1637
2659,F_Sinoceras chinense,Sinoceras chinense,0,4583.0724
3781,L_Didymograptus parallelus,Didymograptus parallelus,1,4583.0724
5568,L_Rhopaliophora palmata,Rhopaliophora palmata,1,4583.161
